ID admis;Název projektu;druh stavby;podkategorie;dopravní zatížení;spolufinancování;dopravní význam;technický stav;stavební stav;životní prostředí;regionální význam;jediná přístupová cesta;stav přípravy;hromadná doprava;nehodová lokalita;Výsledné hodnocení;Hodnocení s korekcí;Předpokládané náklady KSÚS (s DPH);Předpokládaný zdroj spolufinancování;Poznámky;29 258 546 445.85;Prosím opravit a zapsat do sloupce R (starý předpokládaný zdroj spolufinancování);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III-11710 Bavoryně-havárie opěrné zdi;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;10;5;10;10;0;4;0;5;10;2;44.3;62.4;60 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III-24011 - III-24010 – Kozinec – III-24015;oprava a rekonstrukce;Souvislá údržba;1;10;6;10;10;1;4;0;10;10;0;44.1;68.9;16 418 930.44;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Karlštejn - oprava silnice III/11619;oprava a rekonstrukce;Rekonstrukce;1;10;5;10;6;1;4;0;10;0;2;35.3;55.2;15 289 005.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;KONTROLA PŘEPOČTU;mostní objekty a propustky;;10;10;10;10;10;10;10;10;10;10;10;48;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;KONTROLA PŘEPOČTU;novostavba (obchvat, přeložka, propojka);;10;10;10;10;10;10;10;10;10;10;10;52;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;KONTROLA PŘEPOČTU;oprava a rekonstrukce;;10;10;10;10;10;10;10;10;10;10;10;64;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;KONTROLA PŘEPOČTU;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);;10;10;10;10;10;10;10;10;10;10;10;71;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Křižovatka II/110 x III/1103h, Benešov;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;4;10;10;10;3;0;4;0;10;10;0;44.4;62.5;14 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;Květnice, křižovatka silnic III/01211, III/01212 a III/01215;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;10;5;10;3;0;7;0;8;0;0;41.3;58.2;15 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Lysá nad Labem propojení II/272 a III/2725;novostavba (obchvat, přeložka, propojka);-;3;9;10;0;0;10;4;0;10;0;0;40.3;77.5;17 000 000.00;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Lysá nad Labem, obchvat – 3. etapa;novostavba (obchvat, přeložka, propojka);-;4;9;10;0;0;10;4;0;2;0;0;33;63.5;127 050 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Město Dobříš - stavební úpravy komunikace a chodníků v ul. Pražská /III/11628/;oprava a rekonstrukce;Rekonstrukce;6;10;10;6;6;10;7;0;10;10;10;48;75.0;90 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Měšice, křižovatka silnic II/244 x III/2443 – vybudování SSZ;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);;7;0;10;6;2;0;10;0;8;10;4;41.2;58.0;7 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Netvořice, obchvat;novostavba (obchvat, přeložka, propojka);;5;10;7;0;0;10;7;0;2;0;0;34.5;66.3;95 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Obec Postřižín – rekonstrukce povrchů komunikací včetně chodníků – ulice Pražská, ulice Máslovická;oprava a rekonstrukce;Rekonstrukce;3;10;6;6;6;10;10;0;10;10;2;46.5;72.7;39 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Obchvat Králův Dvůr - III. etapa (napojení ul. Fučíkova);novostavba (obchvat, přeložka, propojka);-;3;9;9;0;0;1;2;0;2;0;0;23;44.2;33 000 000.00;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Obchvat Králův Dvůr - IV. etapa vrátnice ČMC až katastr Beroun (C2);novostavba (obchvat, přeložka, propojka);-;3;9;9;0;0;10;4;0;2;0;0;31.3;60.2;40 000 000.00;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Obchvat obce Ořech - silnice III třídy;novostavba (obchvat, přeložka, propojka);-;5;10;5;0;0;10;10;0;5;0;0;38.5;74.0;115 049 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Odtranění bodové závady na silnici III/01212 v obci Květnice;oprava a rekonstrukce;Rekonstrukce;2;10;5;1;2;10;2;0;8;10;0;27.2;42.5;15 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Okružní křižovatka II/110 a II/112 a silnice II/112;oprava a rekonstrukce;Rekonstrukce;7;9;10;6;6;1;4;0;2;10;10;35.4;55.3;40 000 000.00;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Okružní Křižovatka II/116 a III/11626 Mníšek pod Brdy;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);;4;10;10;6;6;0;7;0;10;10;4;50.4;71.0;15 862 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Okružní křižovatka II/608 AREO Vodochody;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;6;10;10;3;6;0;10;0;2;10;4;43.6;61.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Okružní křižovatka II/608 Nelahozeves;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;6;10;10;3;6;0;10;0;2;10;0;39.6;55.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;Okružní křižovatka II/608 Veltrusy ;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;6;10;10;3;6;0;10;0;2;10;7;46.6;65.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Okružní křižovatka II/610 x II/275 Horky nad Jizerou_PD;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;4;10;10;10;10;0;4;0;2;10;0;43.4;61.1;30 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Okružní křižovatka silnic II/106 x III/1065 x III/1066-Krhanice;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;8;10;6;6;10;7;0;10;10;2;46.2;65.1;25 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;Okružní křižovatka silnic II/112 a II/127 Zdislavice - PD;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;6;10;10;3;10;0;2;0;2;0;10;45.6;64.2;25 000 000.00;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Oprava II. poloviny  II/337 a II/339 Čáslav - kooor. objízdné trasy s ŘSD;oprava a rekonstrukce;Souvislá údržba;6;10;10;6;6;10;10;0;10;10;4;49.8;77.8;15 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Oprava silnic II/116  a II/236, kruhový objezd Lány, mikrokoberec;oprava a rekonstrukce;;1;10;9;6;6;1;7;0;10;10;4;41.3;64.5;77 882 889.35;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;"Propojení průmyslové zóny Plazy s MÚK Kosmonosy - prodloužení silnice
III0164";novostavba (obchvat, přeložka, propojka);-;5;10;5;0;0;1;2;0;5;0;0;24.2;46.5;128 260 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Propojení Vinařice- Bernardov;novostavba (obchvat, přeložka, propojka);-;4;10;9;0;0;10;10;0;2;0;0;38.8;74.6;407 019 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Přeložka sil. II/125 Vlašim - Jinošov;novostavba (obchvat, přeložka, propojka);-;4;10;10;0;0;10;4;0;0;10;0;31.8;61.2;85 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;Pyšely – okružní křižovatka III/6031 × III/1096;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;10;5;10;3;0;4;0;8;10;4;42.3;59.6;30 250 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Rekonstrukce komunikace, zvýšení bezpečnosti provozu a zklidnění dopravy na komunikace II/101 v obci Modletice ;oprava a rekonstrukce;Rekonstrukce;5;10;10;3;10;10;7;0;2;10;4;39.7;62.0;20 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;Rekonstrukce místní komunikace ulice Boleslavská Kosmonosy – rekonstrukce křižovatky III/2769 a MK Boleslavská;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;10;7;6;6;10;7;0;10;10;2;45.7;64.4;15 775 672.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Rekonstrukce silnic III/0083 a III/0084 v k.ú. Sedlec u Líbeznic;oprava a rekonstrukce;Rekonstrukce;5;10;5;6;10;10;7;0;10;10;7;49.7;77.7;82 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Severovýchodní obchvat Benešova I+II etapa ;novostavba (obchvat, přeložka, propojka);-;2;0;10;0;0;10;7;0;0;0;0;25.4;48.8;387 200 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;ULICE VÍTA NEJEDLÉHO – STAVEBNÍ ÚPRAVY ULIČNÍHO PROSTORU (II/610 Mnichovo Hradiště);oprava a rekonstrukce;Rekonstrukce;6;0;10;10;10;10;7;0;8;10;4;47;73.4;18 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Velká Dobrá - okružní křižovatka Berounská a rekonstrukce III/0063;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;4;10;7;10;10;0;10;0;8;0;4;57.3;80.7;20 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Velké Přílepy, obchvat;novostavba (obchvat, přeložka, propojka);-;5;10;10;0;0;10;4;0;2;0;0;34.5;66.3;102 440 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Vestecká spojka II. etapa;novostavba (obchvat, přeložka, propojka);-;9;10;10;0;0;0;7;0;2;0;0;33.3;64.0;1 813 714 280.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;Zlepšení dopravní obslužnosti území Říčansko – jih, TES, EIA, TP;novostavba (obchvat, přeložka, propojka);-;10;10;10;0;0;10;10;0;0;0;0;42;80.8;602 580 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;Zlepšení dopravní obslužnosti území Říčansko – jih, TES, EIA, TPA;novostavba (obchvat, přeložka, propojka);-;10;0;10;0;0;10;10;0;0;0;0;34;65.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;zvolte typ stavby;zvolte typ stavby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
